tests with processor pinned:

32-bit DIGITs, AVX enabled.  Intel(R) Core(TM) i7-6700 CPU @ 3.40GHz   3.41 GHz.  16 GB RAM
SpeedCheckBasicMultiply
        Mult/add basic:   138725
        Striped:          66047
        Mult/add striped: 69103
Size: 33x64
        Basic:            120831
        Mult/add basic:   121486
        Striped:          73381
        Mult/add striped: 75192
Size: 34x64
        Basic:            124120
        Mult/add basic:   126455
        Striped:          74912
        Mult/add striped: 73281
Size: 35x64
        Basic:            132267
        Mult/add basic:   131319
        Striped:          74342
        Mult/add striped: 75827
Size: 36x64
        Basic:            135176
        Mult/add basic:   133212
        Striped:          62681
        Mult/add striped: 62957
Size: 37x64
        Basic:            126399
        Mult/add basic:   118227
        Striped:          66153
        Mult/add striped: 73512
Size: 38x64
        Basic:            132634
        Mult/add basic:   125484
        Striped:          68472
        Mult/add striped: 78575
Size: 39x64
        Basic:            128345
        Mult/add basic:   126265
        Striped:          69403
        Mult/add striped: 71711
Size: 40x64
        Basic:            130222
        Mult/add basic:   128925
        Striped:          65851
        Mult/add striped: 67907
Size: 41x64
        Basic:            119340
        Mult/add basic:   129518
        Striped:          69722
        Mult/add striped: 73064
Size: 42x64
        Basic:            124913
        Mult/add basic:   123454
        Striped:          69869
        Mult/add striped: 71405
Size: 43x64
        Basic:            129650
        Mult/add basic:   126418
        Striped:          69171
        Mult/add striped: 75446
Size: 44x64
        Basic:            134455
        Mult/add basic:   131416
        Striped:          66447
        Mult/add striped: 65535
Size: 45x64
        Basic:            122452
        Mult/add basic:   120078
        Striped:          69868
        Mult/add striped: 72466
Size: 46x64
        Basic:            122071
        Mult/add basic:   122627
        Striped:          70980
        Mult/add striped: 74526
Size: 47x64
        Basic:            127360
        Mult/add basic:   123673
        Striped:          73154
        Mult/add striped: 76952
Size: 48x64
        Basic:            127259
        Mult/add basic:   128166
        Striped:          65220
        Mult/add striped: 64001
Size: 49x64
        Basic:            122492
        Mult/add basic:   123242
        Striped:          67507
        Mult/add striped: 67583
Size: 50x64
        Basic:            123644
        Mult/add basic:   122674
        Striped:          65058
        Mult/add striped: 68124
Size: 51x64
        Basic:            125641
        Mult/add basic:   125297
        Striped:          64941
        Mult/add striped: 67158
Size: 52x64
        Basic:            130193
        Mult/add basic:   124515
        Striped:          65572
        Mult/add striped: 68946
Size: 53x64
        Basic:            117430
        Mult/add basic:   118644
        Striped:          69254
        Mult/add striped: 71410
Size: 54x64
        Basic:            120231
        Mult/add basic:   121939
        Striped:          67321
        Mult/add striped: 71015
Size: 55x64
        Basic:            130207
        Mult/add basic:   127773
        Striped:          68032
        Mult/add striped: 69742
Size: 56x64
        Basic:            129426
        Mult/add basic:   128687
        Striped:          63447
        Mult/add striped: 65464
Size: 57x64
        Basic:            118584
        Mult/add basic:   120984
        Striped:          69086
        Mult/add striped: 69360
Size: 58x64
        Basic:            121604
        Mult/add basic:   120372
        Striped:          68911
        Mult/add striped: 72422
Size: 59x64
        Basic:            122678
        Mult/add basic:   120041
        Striped:          71545
        Mult/add striped: 71804
Size: 60x64
        Basic:            128422
        Mult/add basic:   128094
        Striped:          62291
        Mult/add striped: 63869
Size: 13x128
        Basic:            142865
        Mult/add basic:   144014
        Striped:          64448
        Mult/add striped: 70193
Size: 14x128
        Basic:            148611
        Mult/add basic:   156086
        Striped:          67829
        Mult/add striped: 68916
Size: 15x128
        Basic:            160789
        Mult/add basic:   159644
        Striped:          71239
        Mult/add striped: 75608
Size: 16x128
        Basic:            171389
        Mult/add basic:   165003
        Striped:          66182
        Mult/add striped: 66214
Size: 17x128
        Basic:            137479
        Mult/add basic:   136058
        Striped:          72588
        Mult/add striped: 79424
Size: 18x128
        Basic:            146708
        Mult/add basic:   140860
        Striped:          74001
        Mult/add striped: 95342
Size: 19x128
        Basic:            154647
        Mult/add basic:   155215
        Striped:          98622
        Mult/add striped: 92218
Size: 20x128
        Basic:            154709
        Mult/add basic:   153662
        Striped:          59323
        Mult/add striped: 61189
Size: 21x128
        Basic:            131417
        Mult/add basic:   131065
        Striped:          72976
        Mult/add striped: 76427
Size: 22x128
        Basic:            140195
        Mult/add basic:   140269
        Striped:          73699
        Mult/add striped: 75677
Size: 23x128
        Basic:            146815
        Mult/add basic:   142756
        Striped:          75560
        Mult/add striped: 78128
Size: 24x128
        Basic:            146633
        Mult/add basic:   147250
        Striped:          54582
        Mult/add striped: 54703
Size: 25x128
        Basic:            127071
        Mult/add basic:   125981
        Striped:          61011
        Mult/add striped: 65239
Size: 26x128
        Basic:            148046
        Mult/add basic:   133125
        Striped:          63811
        Mult/add striped: 63708
Size: 27x128
        Basic:            139813
        Mult/add basic:   136792
        Striped:          62892
        Mult/add striped: 67028
Size: 28x128
        Basic:            147607
        Mult/add basic:   139747
        Striped:          61073
        Mult/add striped: 61566
Size: 29x128
        Basic:            125034
        Mult/add basic:   124000
        Striped:          66057
        Mult/add striped: 71156
Size: 30x128
        Basic:            127982
        Mult/add basic:   125197
        Striped:          67763
        Mult/add striped: 70574
Size: 31x128
        Basic:            132603
        Mult/add basic:   132102
        Striped:          68189
        Mult/add striped: 70055
Size: 32x128
        Basic:            136650
        Mult/add basic:   135605
        Striped:          58849
        Mult/add striped: 59159
Size: 33x128
        Basic:            123199
        Mult/add basic:   130587
        Striped:          67629
        Mult/add striped: 69225
Size: 34x128
        Basic:            130811
        Mult/add basic:   128559
        Striped:          67336
        Mult/add striped: 68660
Size: 35x128
        Basic:            131410
        Mult/add basic:   130169
        Striped:          68544
        Mult/add striped: 69557
Size: 36x128
        Basic:            136463
        Mult/add basic:   134139
        Striped:          54997
        Mult/add striped: 55693
Size: 37x128
        Basic:            120102
        Mult/add basic:   119947
        Striped:          60524
        Mult/add striped: 65236
Size: 38x128
        Basic:            123407
        Mult/add basic:   130433
        Striped:          61097
        Mult/add striped: 61734
Size: 39x128
        Basic:            130664
        Mult/add basic:   133013
        Striped:          66463
        Mult/add striped: 63780
Size: 40x128
        Basic:            130293
        Mult/add basic:   132419
        Striped:          57163
        Mult/add striped: 58709
Size: 41x128
        Basic:            122743
        Mult/add basic:   123428
        Striped:          62584
        Mult/add striped: 68500
Size: 42x128
        Basic:            136122
        Mult/add basic:   142703
        Striped:          88709
        Mult/add striped: 68655
Size: 43x128
        Basic:            131600
        Mult/add basic:   127290
        Striped:          62697
        Mult/add striped: 65333
Size: 44x128
        Basic:            129670
        Mult/add basic:   131437
        Striped:          57210
        Mult/add striped: 64521
Size: 45x128
        Basic:            123495
        Mult/add basic:   117589
        Striped:          66234
        Mult/add striped: 67601
Size: 46x128
        Basic:            122396
        Mult/add basic:   122380
        Striped:          64266
        Mult/add striped: 64863
Size: 47x128
        Basic:            127177
        Mult/add basic:   125578
        Striped:          68306
        Mult/add striped: 65738
Size: 48x128
        Basic:            129148
        Mult/add basic:   128290
        Striped:          54677
        Mult/add striped: 55825
Size: 49x128
        Basic:            120772
        Mult/add basic:   116131
        Striped:          58589
        Mult/add striped: 63252
Size: 50x128
        Basic:            122176
        Mult/add basic:   124631
        Striped:          61930
        Mult/add striped: 60445
Size: 51x128
        Basic:            126667
        Mult/add basic:   126845
        Striped:          59187
        Mult/add striped: 61519
Size: 52x128
        Basic:            127738
        Mult/add basic:   133984
        Striped:          57364
        Mult/add striped: 68265
Size: 53x128
        Basic:            120533
        Mult/add basic:   115864
        Striped:          60409
        Mult/add striped: 65439
Size: 54x128
        Basic:            120529
        Mult/add basic:   121300
        Striped:          64724
        Mult/add striped: 64335
Size: 55x128
        Basic:            122161
        Mult/add basic:   130888
        Striped:          61220
        Mult/add striped: 62887
Size: 56x128
        Basic:            125771
        Mult/add basic:   130466
        Striped:          56955
        Mult/add striped: 57480
Size: 57x128
        Basic:            124342
        Mult/add basic:   118665
        Striped:          62798
        Mult/add striped: 64502
Size: 58x128
        Basic:            118489
        Mult/add basic:   119326
        Striped:          67515
        Mult/add striped: 71559
Size: 59x128
        Basic:            121476
        Mult/add basic:   120678
        Striped:          64756
        Mult/add striped: 63987
Size: 60x128
        Basic:            126439
        Mult/add basic:   152151
        Striped:          57235
        Mult/add striped: 56217
Size: 13x256
        Basic:            207802
        Mult/add basic:   153295
        Striped:          63187
        Mult/add striped: 80618
Size: 14x256
        Basic:            156081
        Mult/add basic:   186705
        Striped:          71268
        Mult/add striped: 65646
Size: 15x256
        Basic:            160178
        Mult/add basic:   207344
        Striped:          66507
        Mult/add striped: 70012
Size: 16x256
        Basic:            173508
        Mult/add basic:   172100
        Striped:          61985
        Mult/add striped: 76468
Size: 17x256
        Basic:            138750
        Mult/add basic:   131633
        Striped:          71003
        Mult/add striped: 76065
Size: 18x256
        Basic:            183099
        Mult/add basic:   155127
        Striped:          71133
        Mult/add striped: 72292
Size: 19x256
        Basic:            153363
        Mult/add basic:   183708
        Striped:          73032
        Mult/add striped: 70172
Size: 20x256
        Basic:            152448
        Mult/add basic:   151876
        Striped:          54264
        Mult/add striped: 55343
Size: 21x256
        Basic:            146985
        Mult/add basic:   128112
        Striped:          97393
        Mult/add striped: 74814
Size: 22x256
        Basic:            141996
        Mult/add basic:   137785
        Striped:          70627
        Mult/add striped: 71662
Size: 23x256
        Basic:            194577
        Mult/add basic:   142956
        Striped:          75496
        Mult/add striped: 77688
Size: 24x256
        Basic:            144812
        Mult/add basic:   142223
        Striped:          52307
        Mult/add striped: 53867
Size: 25x256
        Basic:            124190
        Mult/add basic:   125441
        Striped:          56976
        Mult/add striped: 59580
Size: 26x256
        Basic:            134192
        Mult/add basic:   132075
        Striped:          59089
        Mult/add striped: 58715
Size: 27x256
        Basic:            135766
        Mult/add basic:   136472
        Striped:          59812
        Mult/add striped: 62259
Size: 28x256
        Basic:            139439
        Mult/add basic:   137787
        Striped:          55728
        Mult/add striped: 58939
Size: 29x256
        Basic:            127344
        Mult/add basic:   123920
        Striped:          70169
        Mult/add striped: 73092
Size: 30x256
        Basic:            126652
        Mult/add basic:   126015
        Striped:          66590
        Mult/add striped: 64779
Size: 31x256
        Basic:            130405
        Mult/add basic:   133003
        Striped:          63959
        Mult/add striped: 69398
Size: 32x256
        Basic:            136448
        Mult/add basic:   135069
        Striped:          53380
        Mult/add striped: 54842
Size: 33x256
        Basic:            123392
        Mult/add basic:   122143
        Striped:          64867
        Mult/add striped: 63865
Size: 34x256
        Basic:            125791
        Mult/add basic:   126012
        Striped:          64579
        Mult/add striped: 71047
Size: 35x256
        Basic:            128370
        Mult/add basic:   128855
        Striped:          70253
        Mult/add striped: 67983
Size: 36x256
        Basic:            131320
        Mult/add basic:   132051
        Striped:          52928
        Mult/add striped: 54046
Size: 37x256
        Basic:            119720
        Mult/add basic:   120575
        Striped:          57314
        Mult/add striped: 56741
Size: 38x256
        Basic:            125489
        Mult/add basic:   125174
        Striped:          55294
        Mult/add striped: 57228
Size: 39x256
        Basic:            128364
        Mult/add basic:   125155
        Striped:          58948
        Mult/add striped: 60470
Size: 40x256
        Basic:            132444
        Mult/add basic:   129915
        Striped:          57780
        Mult/add striped: 61224
Size: 41x256
        Basic:            124003
        Mult/add basic:   119002
        Striped:          62578
        Mult/add striped: 59908
Size: 42x256
        Basic:            127429
        Mult/add basic:   123002
        Striped:          58891
        Mult/add striped: 60976
Size: 43x256
        Basic:            129013
        Mult/add basic:   127192
        Striped:          58530
        Mult/add striped: 59444
Size: 44x256
        Basic:            130236
        Mult/add basic:   131376
        Striped:          52234
        Mult/add striped: 54858
Size: 45x256
        Basic:            116495
        Mult/add basic:   118214
        Striped:          62351
        Mult/add striped: 62712
Size: 46x256
        Basic:            120723
        Mult/add basic:   126539
        Striped:          61984
        Mult/add striped: 61607
Size: 47x256
        Basic:            127999
        Mult/add basic:   125160
        Striped:          63741
        Mult/add striped: 61561
Size: 48x256
        Basic:            127094
        Mult/add basic:   127637
        Striped:          50565
        Mult/add striped: 61718
Size: 49x256
        Basic:            116621
